Tracked Vehicle,Type,Time[s],Latitude [deg],Longitude [deg],Speed[km / h],Distance[m]
1152.0,Car,409.92,37.991132,23.735611,56.9475,0.0
,,410.92,37.991159,23.735438000000002,54.189,15.454985965191012
,,411.92,37.991184999999994,23.735274,51.4087,30.114722641421633
,,412.92,37.991209000000005,23.735121,46.3799,43.785623092558886
,,413.92,37.99123,23.734988,40.0248,55.67245997055442
,,414.92,37.991248,23.734871,36.0587,66.11900472110837
,,415.92,37.991264,23.734765,32.3466,75.57676032061471
,,416.92,37.991279999999996,23.734668,30.8819,84.26090998661884
,,417.92,37.991296000000006,23.734573,30.5282,92.77329012890074
,,418.92,37.991310999999996,23.734479999999998,29.1442,101.09203957755882
,,419.92,37.991326,23.734392,27.9851,108.98126554277648
,,420.92,37.991338,23.734309,24.5215,116.37509830374344
,,421.92,37.991349,23.734241,19.5561,122.458332745263
,,422.92,37.991357,23.734184,18.1267,127.53082340937958
,,423.92,37.991366,23.734128,18.0375,132.5392450198328
,,424.92,37.991375,23.734073000000002,16.5528,137.4617438058776
,,425.92,37.991382,23.734025,14.6366,141.73908316166245
,,426.92,37.991388,23.733982,13.4882,145.56499700317488
,,427.92,37.991395000000004,23.733941,12.7395,149.24080809232944
,,428.92,37.991401,23.733904000000003,11.0422,152.5511068125234
,,429.92,37.991405,23.733872,9.2436,155.38818412290775
,,430.92,37.991409000000004,23.733847,6.4203,157.62368927912232
,,431.92,37.991412,23.733832999999997,3.0131,158.89210909002998
,,432.92,37.991413,23.733828,0.6032,159.34357011798662
,,433.92,37.991413,23.733828,0.001,159.34357011798662
,,434.92,37.991413,23.733828,0.0001,159.34357011798662
,,435.92,37.991413,23.733828,0.0,159.34357011798662
,,436.92,37.991413,23.733828,0.0001,159.34357011798662
,,437.92,37.991413,23.733828,0.0153,159.34357011798662
,,438.92,37.991413,23.733828,0.3111,159.34357011798662
,,439.92,37.991414,23.733822,5.1554,159.88096482545293
,,440.92,37.991417999999996,23.733795999999998,11.0576,162.20240688682037
,,441.92,37.991425,23.733752,17.271,166.13603239249235
,,442.92,37.991434999999996,23.733692,20.0696,171.50998828978567
,,443.92,37.991446,23.733628,21.8232,177.24952535206774
,,444.92,37.991457000000004,23.733558,22.4803,183.5045849145715
,,445.92,37.991467,23.733489000000002,22.4042,189.65185659275753
,,446.92,37.991478,23.733419,22.9638,195.9069185223442
,,447.92,37.991489,23.733347,23.4417,202.33383686415712
,,448.92,37.9915,23.733272,25.0298,209.01856760426313
,,449.92,37.991513,23.73319,27.6853,216.34841310421524
,,450.92,37.991527000000005,23.733104,26.8693,224.0437823500688
,,451.92,37.99154,23.733024,24.9739,231.2017663812768
,,452.92,37.991553,23.73295,22.8157,237.84422050105564
