Tracked Vehicle,Type,Time[s],Latitude [deg],Longitude [deg],Speed[km / h],Distance[m]
48.0,Bus,2.6,37.991132,23.735612,48.7831,0.0
,,3.6,37.991156,23.73546,48.9807,13.584974404262558
,,4.6,37.991178999999995,23.735310000000002,48.3521,26.976352662066713
,,5.6,37.991203000000006,23.735158,49.1639,40.56128409022511
,,6.6,37.991227,23.735008999999998,47.2433,53.888404638977306
,,7.6,37.991251,23.734861,47.1689,67.12966972187405
,,8.6,37.991273,23.734723000000002,40.8322,79.46799012628759
,,9.6,37.991293,23.73461,32.4107,89.61494889323023
,,10.6,37.991307,23.734524,23.529,97.31047936308036
,,11.6,37.991318,23.734461,17.681,102.96449351654249
,,12.6,37.991325,23.734414,12.902,107.15567362915962
,,13.6,37.991329,23.734379,10.1044,110.24991657973379
,,14.6,37.991335,23.734351999999998,7.9218,112.70154567802753
,,15.6,37.991338,23.73433,6.554,114.65723831258886
,,16.6,37.991341,23.73431,5.8849,116.44121495798244
,,17.6,37.991344,23.734294000000002,3.9326,117.88172257747054
,,18.6,37.991344,23.734289,0.4889,118.31107088788518
,,19.6,37.991344,23.734289999999998,0.0038,118.22519604964658
,,20.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,21.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,22.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,23.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,24.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,25.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,26.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,27.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,28.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,29.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,30.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,31.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,32.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,33.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,34.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,35.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,36.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,37.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,38.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,39.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,40.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,41.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,42.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,43.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,44.6,37.991344,23.734289999999998,0.0,118.22519604964658
,,45.6,37.991344,23.734289999999998,0.3181,118.22519604964658
,,46.6,37.991345,23.734284,2.5979,118.76260816767521
,,47.6,37.991345,23.734281,0.8911,119.0202385387931
,,48.6,37.991347999999995,23.734267000000003,8.5744,120.2889754406445
,,49.6,37.991353000000004,23.734236,10.8426,123.06190980507142
,,50.6,37.99136,23.734198000000003,13.6109,126.48036673554974
,,51.6,37.991366,23.734154,14.5533,130.3917552458272
,,52.6,37.991372999999996,23.734108,15.1329,134.49713232301028
,,53.6,37.99138,23.734060999999997,16.0736,138.68840353035415
,,54.6,37.991389,23.734004000000002,20.5747,143.78273834040468
,,55.6,37.9914,23.733933,25.4625,150.1236653975954
,,56.6,37.991413,23.733847,28.9076,157.7970991744379
,,57.6,37.991427,23.733756,29.6595,165.92206616417556
,,58.6,37.991442,23.733663,30.2627,174.24083045793134
,,59.6,37.991457000000004,23.733569,30.6167,182.64549595129768
,,60.6,37.991471999999995,23.733473999999998,30.8049,191.13606095651735
,,61.6,37.991488000000004,23.733375,32.7534,199.99222661175696
,,62.6,37.991506,23.733273999999998,32.7005,209.06431240867929
,,63.6,37.991521,23.733173,32.7286,218.0701812618012
,,64.6,37.991537,23.73307,33.1153,227.26992624917787
,,65.6,37.991554,23.732968,32.8247,236.40582442161016
,,66.6,37.99157,23.732868,31.7393,245.3478856845863
,,67.6,37.991587,23.732772,30.2691,253.96852551021365
,,68.6,37.991602,23.732681,27.9378,262.1155484207436
,,69.6,37.991614,23.732601000000003,23.0486,269.2514734668716
,,70.6,37.991625,23.732538,18.2151,274.90534816124995
,,71.6,37.991634000000005,23.732485,15.9996,279.65617111371887
,,72.6,37.991640000000004,23.732445000000002,9.6356,283.2241183777702
,,73.6,37.991642,23.732422,5.2135,285.2435954408171
,,74.6,37.991642999999996,23.732412,1.8092,286.124545247834
,,75.6,37.991644,23.73241,0.1109,286.31841029084995
,,76.6,37.991644,23.73241,0.0001,286.31841029084995
,,77.6,37.991644,23.73241,0.0,286.31841029084995
,,78.6,37.991644,23.73241,0.0,286.31841029084995
,,79.6,37.991644,23.73241,0.0,286.31841029084995
,,80.6,37.991644,23.73241,0.0,286.31841029084995
,,81.6,37.991644,23.73241,0.0,286.31841029084995
,,82.6,37.991644,23.73241,0.0,286.31841029084995
,,83.6,37.991644,23.73241,0.0,286.31841029084995
,,84.6,37.991644,23.73241,0.0,286.31841029084995
