Tracked Vehicle,Type,Time[s],Latitude [deg],Longitude [deg],Speed[km / h],Distance[m]
1540.0,Car,581.8,37.991133000000005,23.73561,53.9197,0.0
,,582.8,37.991158,23.735449,49.5439,14.380223614947107
,,583.8,37.991181,23.735301999999997,45.0918,27.513733713756185
,,584.8,37.991202,23.735170999999998,39.5369,39.22865614959203
,,585.8,37.99122,23.735057,33.9372,49.417374868897234
,,586.8,37.991234999999996,23.734961,27.4472,57.99391137180865
,,587.8,37.991246000000004,23.734886,20.92,64.67875712131699
,,588.8,37.991254,23.734832,13.3346,69.49362604097048
,,589.8,37.991258,23.734803,5.7594,72.07303948805173
,,590.8,37.99126,23.734795000000002,0.6847,72.80388012546182
,,591.8,37.99126,23.734795000000002,0.0007,72.80388012546182
,,592.8,37.99126,23.734795000000002,0.0001,72.80388012546182
,,593.8,37.99126,23.734795000000002,0.0021,72.80388012546182
,,594.8,37.99126,23.734795000000002,0.0945,72.80388012546182
,,595.8,37.99126,23.734794,1.0332,72.88985104707038
,,596.8,37.991261,23.734788,2.673,73.42723134849774
,,597.8,37.991262,23.734778,4.3757,74.3085217742562
,,598.8,37.991265000000006,23.734758,8.8122,76.09261652601819
,,599.8,37.991271000000005,23.734723000000002,13.2933,79.23089473546268
,,600.8,37.991278,23.734676,17.4258,83.42242742697681
,,601.8,37.991287,23.734614999999998,21.5251,88.86069560007604
,,602.8,37.991298,23.734544,24.2918,95.20173908188623
,,603.8,37.991310999999996,23.734464000000003,26.971,102.35957580918291
,,604.8,37.991325,23.734379999999998,26.6035,109.88289902340878
,,605.8,37.991339,23.734298000000003,26.1501,117.23441314585365
,,606.8,37.991351,23.734219,24.456,124.28471894765461
,,607.8,37.991362,23.734146,22.7303,130.79765153459724
,,608.8,37.991372999999996,23.734079,20.8391,136.7948640139123
,,609.8,37.991383,23.734017,18.9539,142.34065117328632
,,610.8,37.991392,23.733960999999997,17.6707,147.3490528092432
,,611.8,37.991401,23.733908,16.4003,152.09964415870073
,,612.8,37.991408,23.733859,15.3102,156.4629627085495
,,613.8,37.991415,23.733813,14.2013,160.56847164121524
,,614.8,37.991421,23.733772000000002,11.9486,164.22254527930576
,,615.8,37.991427,23.733738,9.662,167.2749853335586
,,616.8,37.991431,23.733713,6.4232,169.51049045750813
,,617.8,37.991433,23.733698999999998,3.239,170.75715827265998
,,618.8,37.991434000000005,23.733689000000002,3.6711,171.63833827969194
,,619.8,37.991436,23.733677,4.2246,172.7131138021851
,,620.8,37.991438,23.73366,7.4989,174.2176529892596
,,621.8,37.991443,23.733631,10.8306,176.8186295994473
,,622.8,37.99145,23.733593,14.0993,180.2365679972129
,,623.8,37.991458,23.733544000000002,17.3692,184.62164045955478
,,624.8,37.991467,23.733485,20.6017,189.88786163196377
,,625.8,37.991478,23.733416000000002,23.8103,196.05698588922291
,,626.8,37.99149,23.733339,25.9862,202.935380209786
,,627.8,37.991503,23.733254000000002,28.1014,210.52304890416957
,,628.8,37.991517,23.733166,28.3325,218.3902802031977
,,629.8,37.99153,23.733078,28.48,226.23578992766488
,,630.8,37.991544,23.732992000000003,26.6546,233.93112047246328
,,631.8,37.991557,23.732912,24.7098,241.08907194958903
,,632.8,37.991569,23.732843,18.6087,247.27996315361688
,,633.8,37.991576,23.732796,12.4619,251.47138169199565
,,634.8,37.991581,23.732764000000003,8.1501,254.33021325796108
,,635.8,37.991585,23.732746,3.9026,255.9641988469421
,,636.8,37.991586,23.732739000000002,1.6426,256.5875211812934
,,637.8,37.991587,23.732736,0.4644,256.8671385665996
,,638.8,37.991587,23.732735,0.0219,256.9530631989849
,,639.8,37.991587,23.732735,0.0001,256.9530631989849
,,640.8,37.991587,23.732735,0.0,256.9530631989849
,,641.8,37.991587,23.732735,0.0,256.9530631989849
,,642.8,37.991587,23.732735,0.0,256.9530631989849
,,643.8,37.991587,23.732735,0.0,256.9530631989849
,,644.8,37.991587,23.732735,0.0,256.9530631989849
,,645.8,37.991587,23.732735,0.0,256.9530631989849
,,646.8,37.991587,23.732735,0.0,256.9530631989849
,,647.8,37.991587,23.732735,0.0,256.9530631989849
,,648.8,37.991587,23.732735,0.0,256.9530631989849
,,649.8,37.991587,23.732735,0.0,256.9530631989849
,,650.8,37.991587,23.732735,0.0,256.9530631989849
,,651.8,37.991587,23.732735,0.0,256.9530631989849
,,652.8,37.991587,23.732735,0.0,256.9530631989849
,,653.8,37.991587,23.732735,0.0,256.9530631989849
,,654.8,37.991587,23.732735,0.0,256.9530631989849
,,655.8,37.991587,23.732735,0.0,256.9530631989849
,,656.8,37.991587,23.732735,0.0,256.9530631989849
,,657.8,37.991587,23.732735,0.0,256.9530631989849
,,658.8,37.991587,23.732735,0.0,256.9530631989849
,,659.8,37.991587,23.732735,0.0,256.9530631989849
,,660.8,37.991587,23.732735,0.0,256.9530631989849
,,661.8,37.991587,23.732735,0.0,256.9530631989849
,,662.8,37.991587,23.732735,0.0,256.9530631989849
,,663.8,37.991587,23.732735,0.0,256.9530631989849
,,664.8,37.991587,23.732735,0.0,256.9530631989849
,,665.8,37.991587,23.732735,0.0,256.9530631989849
,,666.8,37.991587,23.732735,0.0,256.9530631989849
,,667.8,37.991587,23.732735,0.0,256.9530631989849
,,668.8,37.991587,23.732735,0.0,256.9530631989849
,,669.8,37.991587,23.732735,0.0,256.9530631989849
,,670.8,37.991587,23.732735,0.0,256.9530631989849
,,671.8,37.991587,23.732735,0.0,256.9530631989849
,,672.8,37.991587,23.732735,0.0,256.9530631989849
,,673.8,37.991587,23.732735,0.0,256.9530631989849
,,674.8,37.991587,23.732735,0.0,256.9530631989849
,,675.8,37.991587,23.732735,0.0,256.9530631989849
,,676.8,37.991587,23.732735,0.0,256.9530631989849
,,677.8,37.991587,23.732735,0.0,256.9530631989849
,,678.8,37.991587,23.732735,0.0,256.9530631989849
,,679.8,37.991587,23.732735,0.0,256.9530631989849
,,680.8,37.991587,23.732735,0.0,256.9530631989849
,,681.8,37.991587,23.732735,0.0,256.9530631989849
,,682.8,37.991587,23.732735,0.0,256.9530631989849
,,683.8,37.991587,23.732735,0.0,256.9530631989849
,,684.8,37.991587,23.732735,0.0,256.9530631989849
,,685.8,37.991587,23.732735,0.0,256.9530631989849
,,686.8,37.991587,23.732735,0.0553,256.9530631989849
,,687.8,37.991586,23.732736,1.123,256.84531007849245
,,688.8,37.991587,23.732729,4.9113,257.46863518008746
,,689.8,37.991591,23.732705,9.9954,259.6182091434152
,,690.8,37.991597,23.732670000000002,12.464,262.75664621952654
,,691.8,37.991603999999995,23.732626999999997,14.8431,266.6043382620887
,,692.8,37.991611999999996,23.73258,14.954,270.81758242620964
,,693.8,37.991620000000005,23.732535000000002,15.1044,274.8590072530266
,,694.8,37.991628999999996,23.732483,20.0195,279.52377472771747
,,695.8,37.991640000000004,23.732412,24.9697,285.864727507985
,,696.8,37.991653,23.732329999999997,27.7263,293.1945673465626
,,697.8,37.991667,23.732238,30.3213,301.40546007064245
,,698.8,37.991681,23.732148000000002,26.6515,309.4445276996593
,,699.8,37.991694,23.732072,22.806,316.25887759132405
