Tracked Vehicle,Type,Time[s],Latitude [deg],Longitude [deg],Speed[km / h],Distance[m]
1577.0,Car,592.12,37.991124,23.73561,42.4247,0.0
,,593.12,37.991145,23.735481,40.2882,11.54335599861064
,,594.12,37.991165,23.735362,36.4648,22.206104400797607
,,595.12,37.991182,23.735255,32.8014,31.771308277226595
,,596.12,37.991198,23.735159,29.4352,40.37011759215438
,,597.12,37.991213,23.735073,25.8895,48.08843309619439
,,598.12,37.991226,23.735001,20.6265,54.56058057149732
,,599.12,37.991234999999996,23.734946,16.0836,59.48315972764445
,,600.12,37.991243,23.734897,15.7597,63.868317299083756
,,601.12,37.99125,23.734849,15.1974,68.14479756146584
,,602.12,37.991258,23.734802,15.1317,72.35846459043731
,,603.12,37.991265999999996,23.734756,15.1432,76.48639030045778
,,604.12,37.991275,23.734707999999998,16.2654,80.80884733055953
,,605.12,37.991284,23.734656,17.1524,85.47426489201902
,,606.12,37.991293,23.734603,16.607,90.22540232959062
,,607.12,37.991301,23.734553,16.5908,94.69625630623783
,,608.12,37.99131,23.734497,19.8874,99.70455525578451
,,609.12,37.99132,23.73443,22.6772,105.67900553997113
,,610.12,37.99133,23.734358,23.8316,112.08248077328328
,,611.12,37.991341999999996,23.734281,24.8473,118.96053502287347
,,612.12,37.991353000000004,23.734205,24.3346,125.73025865784996
,,613.12,37.991364000000004,23.73413,23.589,132.41432708418864
,,614.12,37.991374,23.734060999999997,20.0414,138.56109921097692
,,615.12,37.991382,23.734004000000002,16.9199,143.63315475765776
,,616.12,37.99139,23.733954,15.505,148.1041949004779
,,617.12,37.991398,23.733909,13.6896,152.1459184726595
,,618.12,37.991405,23.733872,9.7677,155.47857413331926
,,619.12,37.991408,23.733848000000002,6.0697,157.60592813528214
,,620.12,37.991409000000004,23.733833999999998,2.4147,158.8302511291749
,,621.12,37.991409999999995,23.733832,0.1735,159.02419577868469
,,622.12,37.991409999999995,23.733832,0.0001,159.02419577868469
,,623.12,37.991409999999995,23.733832,0.0,159.02419577868469
,,624.12,37.991409999999995,23.733832,0.0,159.02419577868469
,,625.12,37.991409999999995,23.733832,0.0032,159.02419577868469
,,626.12,37.991409999999995,23.733832999999997,2.0254,158.93833371698778
,,627.12,37.991412,23.733817000000002,7.4267,160.35661905775402
,,628.12,37.991417999999996,23.733785,14.4953,163.2376511846467
,,629.12,37.991427,23.733728,20.7928,168.33196058588587
,,630.12,37.991439,23.733659,23.5032,174.52338116319913
,,631.12,37.991452,23.733582000000002,26.3255,181.4239539766658
,,632.12,37.991465999999996,23.733498,28.2658,188.94780263077965
