Tracked Vehicle,Type,Time[s],Latitude [deg],Longitude [deg],Speed[km / h],Distance[m]
1309.0,Car,487.56,37.991132,23.735611,43.5772,0.0
,,488.56,37.991153000000004,23.735475,43.6127,12.14474022293634
,,489.56,37.991172999999996,23.735342000000003,41.675,24.010174198662458
,,490.56,37.991193,23.735217000000002,38.8457,35.1874804892168
,,491.56,37.991211,23.735101,35.7285,45.54811158702143
,,492.56,37.991227,23.734996,32.2463,54.91998917356388
,,493.56,37.991243,23.734901999999998,28.394,63.34610983475602
,,494.56,37.991256,23.734820000000003,24.4851,70.67596859609998
,,495.56,37.991267,23.734751,19.383,76.84510259578859
,,496.56,37.991274,23.734701,12.5179,81.29445216860883
,,497.56,37.991279,23.734671,8.5207,83.98137611697972
,,498.56,37.991283,23.734648,6.0662,86.04497456482208
,,499.56,37.991285,23.734633,4.331,87.37760798777909
,,500.56,37.991287,23.73462,3.3696,88.53833742284029
,,501.56,37.991289,23.734610999999997,3.1592,89.35526275750509
,,502.56,37.99129,23.734601,3.3974,90.2364532467729
,,503.56,37.991292,23.734589,4.8738,91.31122724844248
,,504.56,37.991295,23.73457,7.4604,93.00934348047487
,,505.56,37.991299,23.734543,9.9838,95.41675709452748
,,506.56,37.991305,23.734507,12.9998,98.64108059037278
,,507.56,37.991312,23.734463,15.1947,102.57470242772607
,,508.56,37.99132,23.734413,16.9949,107.04571513297752
,,509.56,37.991329,23.734358,18.4153,111.96818014128588
,,510.56,37.991338,23.734299,19.6591,117.23441468294911
,,511.56,37.991347999999995,23.734237,20.1072,122.78021369857616
,,512.56,37.991358,23.734174,20.3731,128.411955855291
,,513.56,37.991368,23.734112,18.9198,133.9577616564119
,,514.56,37.991376,23.734057999999997,15.9628,138.77253397295465
,,515.56,37.991383,23.734012,13.3891,142.87804302425238
,,516.56,37.991388,23.733976000000002,10.2885,146.08068092411168
,,517.56,37.991393,23.733947,8.628,148.68167063718218
,,518.56,37.991397,23.733921,7.9781,151.0031223444838
,,519.56,37.991401,23.733898,7.2095,153.06673459601575
,,520.56,37.991403999999996,23.733877,6.4962,154.9367405508765
,,521.56,37.991408,23.733857999999998,6.246,156.65659983270166
,,522.56,37.991411,23.733838000000002,6.2226,158.44065143793037
,,523.56,37.991414,23.733819,6.7077,160.13876689509786
,,524.56,37.991417999999996,23.733797,6.9151,162.11647540695705
,,525.56,37.991422,23.733774,9.7316,164.18012992335093
,,526.56,37.991428000000006,23.733735,15.0436,167.66228817824467
,,527.56,37.991436,23.733682,18.4752,172.39109913427953
,,528.56,37.991446999999994,23.733621,21.5117,177.8728414799453
,,529.56,37.991459000000006,23.73355,23.2022,184.23573245054476
,,530.56,37.991471000000004,23.733479,23.3237,190.5986573181385
,,531.56,37.991482,23.733404,24.892,197.2832423287096
,,532.56,37.991494,23.733323000000002,27.5318,204.50527282821204
,,533.56,37.991508,23.733235,28.8532,212.37252449824769
,,534.56,37.991523,23.733144,29.9206,220.5194283636273
,,535.56,37.991539,23.733051,29.3034,228.86012880205868
,,536.56,37.991553,23.732964000000003,27.1153,236.64147821361027
,,537.56,37.991566,23.732882,25.5932,243.97132509271947
,,538.56,37.991578000000004,23.732805,24.6327,250.84967085230863
,,539.56,37.99159,23.732731,21.9927,257.47030781627296
,,540.56,37.991599,23.732669,18.3031,262.9941636706184
,,541.56,37.991607,23.732618,14.2414,267.551095090321
,,542.56,37.991613,23.732581,9.4911,270.8614081584832
,,543.56,37.991616,23.732557999999997,5.1236,272.90315847352394
,,544.56,37.991617,23.732548,1.7812,273.7842140825763
,,545.56,37.991618,23.732546,0.244,273.9779577638121
,,546.56,37.991618,23.732546,0.0006,273.9779577638121
,,547.56,37.991618,23.732546,0.0,273.9779577638121
,,548.56,37.991618,23.732546,0.0,273.9779577638121
,,549.56,37.991618,23.732546,0.0,273.9779577638121
,,550.56,37.991618,23.732546,0.0,273.9779577638121
,,551.56,37.991618,23.732546,0.0,273.9779577638121
,,552.56,37.991618,23.732546,0.0,273.9779577638121
,,553.56,37.991618,23.732546,0.0,273.9779577638121
,,554.56,37.991618,23.732546,0.0,273.9779577638121
,,555.56,37.991618,23.732546,0.0,273.9779577638121
,,556.56,37.991618,23.732546,0.0,273.9779577638121
,,557.56,37.991618,23.732546,0.0,273.9779577638121
,,558.56,37.991618,23.732546,0.0,273.9779577638121
,,559.56,37.991618,23.732546,0.0,273.9779577638121
,,560.56,37.991618,23.732546,0.0,273.9779577638121
,,561.56,37.991618,23.732546,0.0,273.9779577638121
,,562.56,37.991618,23.732546,0.0,273.9779577638121
,,563.56,37.991618,23.732546,0.0,273.9779577638121
,,564.56,37.991618,23.732546,0.0,273.9779577638121
,,565.56,37.991618,23.732546,0.0,273.9779577638121
,,566.56,37.991618,23.732546,0.0,273.9779577638121
,,567.56,37.991618,23.732546,0.0,273.9779577638121
,,568.56,37.991618,23.732546,0.0,273.9779577638121
,,569.56,37.991618,23.732546,0.0,273.9779577638121
,,570.56,37.991618,23.732546,0.0,273.9779577638121
,,571.56,37.991618,23.732546,0.0,273.9779577638121
,,572.56,37.991618,23.732546,0.0,273.9779577638121
,,573.56,37.991618,23.732546,0.0,273.9779577638121
,,574.56,37.991618,23.732546,0.0,273.9779577638121
,,575.56,37.991618,23.732546,0.0,273.9779577638121
,,576.56,37.991618,23.732546,0.0,273.9779577638121
,,577.56,37.991618,23.732546,0.0,273.9779577638121
,,578.56,37.991618,23.732546,0.0,273.9779577638121
,,579.56,37.991618,23.732546,0.0,273.9779577638121
,,580.56,37.991618,23.732546,0.0,273.9779577638121
,,581.56,37.991618,23.732546,0.0,273.9779577638121
,,582.56,37.991618,23.732546,0.0,273.9779577638121
,,583.56,37.991618,23.732546,0.0,273.9779577638121
,,584.56,37.991618,23.732546,0.0,273.9779577638121
,,585.56,37.991618,23.732546,0.0,273.9779577638121
,,586.56,37.991618,23.732546,0.0,273.9779577638121
,,587.56,37.991618,23.732546,0.0,273.9779577638121
,,588.56,37.991618,23.732546,0.0,273.9779577638121
,,589.56,37.991618,23.732546,0.0,273.9779577638121
,,590.56,37.991618,23.732546,0.0,273.9779577638121
,,591.56,37.991618,23.732546,0.0007,273.9779577638121
,,592.56,37.991618,23.732546,0.5398,273.9779577638121
,,593.56,37.991618,23.732544,3.9304,274.14978291401525
,,594.56,37.991622,23.732521,11.3768,276.21346818269785
,,595.56,37.99163,23.732476000000002,16.4255,280.25494838701616
,,596.56,37.991639,23.73242,19.7445,285.26337248768317
,,597.56,37.991651,23.732355,22.016,291.11091550327916
,,598.56,37.991662,23.732285,23.2658,297.3659418079129
,,599.56,37.991673999999996,23.732211,23.5517,303.9865830399694
,,600.56,37.991687,23.73214,23.0662,310.37164076897903
,,601.56,37.991699,23.73207,21.657,316.648771865444
,,602.56,37.99171,23.732007,19.5031,322.3026426746943
,,603.56,37.99172,23.73195,16.6769,327.41913166533726
,,604.56,37.991727000000004,23.731904,12.9865,331.5244803604329
,,605.56,37.991733,23.731869,9.755,334.6630727398641
,,606.56,37.991737,23.731844,6.248,336.89858267804954
,,607.56,37.991739,23.731829,4.1372,338.2310109130315
,,608.56,37.99174,23.731817000000003,3.4137,339.28365851946006
,,609.56,37.991741999999995,23.731809,1.3848,340.01498222715094
,,610.56,37.991741999999995,23.731807999999997,0.0096,340.10085430468587
,,611.56,37.991741999999995,23.731807999999997,0.0012,340.10085430468587
,,612.56,37.991741999999995,23.731807999999997,0.0,340.10085430468587
,,613.56,37.991741999999995,23.731807999999997,0.0,340.10085430468587
,,614.56,37.991741999999995,23.731807999999997,0.0,340.10085430468587
,,615.56,37.991741999999995,23.731807999999997,0.0,340.10085430468587
,,616.56,37.991741999999995,23.731807999999997,0.0,340.10085430468587
,,617.56,37.991741999999995,23.731807999999997,0.0,340.10085430468587
,,618.56,37.991741999999995,23.731807999999997,0.0,340.10085430468587
,,619.56,37.991741999999995,23.731807999999997,0.0,340.10085430468587
,,620.56,37.991741999999995,23.731807999999997,0.0,340.10085430468587
,,621.56,37.991741999999995,23.731807999999997,0.0013,340.10085430468587
,,622.56,37.991741999999995,23.731807999999997,0.4436,340.10085430468587
,,623.56,37.991741999999995,23.731804,2.8905,340.4443515887792
,,624.56,37.991744,23.731788,7.5496,341.86267860365814
,,625.56,37.991748,23.731757,11.3506,344.61348022873983
,,626.56,37.991754,23.731717,14.7704,348.1814592246562
,,627.56,37.991761,23.731667,16.4671,352.6304094279941
,,628.56,37.991768,23.731616,16.4132,357.1652887618698
,,629.56,37.991776,23.731564000000002,17.4237,361.8081026491082
,,,,,,
