Tracked Vehicle,Type,Time[s],Latitude [deg],Longitude [deg],Speed[km / h],Distance[m]
287.0,Car,47.12,37.991129,23.735613,42.5836,0.0
,,48.12,37.99115,23.735481,43.6125,11.800939998972543
,,49.12,37.991172,23.735352,38.3738,23.36673197973886
,,50.12,37.99119,23.735232,40.8204,34.07032217150473
,,51.12,37.991209000000005,23.735109,36.3616,45.05412102836864
,,52.12,37.991225,23.734996,38.5907,55.11342424370539
,,53.12,37.991243,23.734882,32.318,65.30210895208482
,,54.12,37.991257,23.734785000000002,32.8231,73.94313285740746
,,55.12,37.991275,23.734682,32.5497,83.18613290368212
,,56.12,37.991291,23.734582,32.8101,92.12816700475557
,,57.12,37.991307,23.734481,31.4132,101.15614793053298
,,58.12,37.991322,23.734384,31.9717,109.8186175012414
,,59.12,37.991337,23.734287,29.8324,118.4810912674184
,,60.12,37.991352,23.734192999999998,32.3302,126.88572684433882
,,61.12,37.99137,23.734091,32.2953,136.04327165685785
,,62.12,37.991386,23.733995,29.9937,144.6416983034618
,,63.12,37.9914,23.733895,35.2758,153.53997259552662
,,64.12,37.991419,23.733795,29.3579,162.5478656441693
,,65.12,37.991434999999996,23.733698999999998,31.4932,171.14639255584495
,,66.12,37.991448999999996,23.733608,28.4227,179.27131279056934
,,67.12,37.991464,23.733518,28.7986,187.33243331970007
,,68.12,37.991476,23.733432,26.5859,194.98379695068272
,,69.12,37.991489,23.733351000000003,26.8492,202.227751004958
,,70.12,37.991503,23.733264000000002,27.5241,210.00910908825043
,,71.12,37.991514,23.733184,25.9551,217.1232109143028
,,72.12,37.991531,23.733098000000002,28.4436,224.88470524429064
,,73.12,37.991545,23.733014,25.65,232.40842461299732
,,74.12,37.991556,23.732939000000002,22.3639,239.09286740183796
,,75.12,37.991566999999996,23.732876,19.3017,244.74670134657967
,,76.12,37.991576,23.732817999999998,18.079,249.92690355151663
,,77.12,37.991585,23.732763000000002,16.4092,254.84946002151165
,,78.12,37.991592,23.732719,13.0824,258.7830812447447
,,79.12,37.991596,23.732679,11.8049,262.30694739720025
,,80.12,37.991601,23.732647,9.3119,265.16576330825296
,,81.12,37.991606,23.732620999999998,7.5323,267.5091992904126
,,82.12,37.991609000000004,23.732601000000003,5.3144,269.2932019610172
,,83.12,37.991609999999994,23.732587,2.3975,270.5177969967417
,,84.12,37.991611,23.732585999999998,0.0074,270.62569861792343
,,85.12,37.991611,23.732585999999998,0.0,270.62569861792343
,,86.12,37.991611,23.732585999999998,0.0,270.62569861792343
,,87.12,37.991611,23.732585999999998,0.0,270.62569861792343
,,88.12,37.991611,23.732585999999998,0.0,270.62569861792343
,,89.12,37.991611,23.732585999999998,0.0045,270.62569861792343
,,90.12,37.991611,23.732585999999998,1.687,270.62569861792343
,,91.12,37.991613,23.732560999999997,10.7325,272.81725758609537
,,92.12,37.991615,23.732541,4.14,274.57937561432857
,,93.12,37.991617,23.732525,5.7551,275.99785280340916
,,94.12,37.991620000000005,23.732507000000002,3.8542,277.6100418303507
,,95.12,37.991621,23.732504000000002,0.014,277.8896792636068
,,96.12,37.991621,23.732504000000002,0.0,277.8896792636068
,,97.12,37.991621,23.732504000000002,0.0,277.8896792636068
,,98.12,37.991621,23.732504000000002,0.0,277.8896792636068
,,99.12,37.991621,23.732504000000002,0.0,277.8896792636068
,,100.12,37.991621,23.732504000000002,0.0,277.8896792636068
,,101.12,37.991621,23.732504000000002,0.0,277.8896792636068
,,102.12,37.991621,23.732504000000002,0.0,277.8896792636068
,,103.12,37.991621,23.732504000000002,0.0,277.8896792636068
,,104.12,37.991621,23.732504000000002,0.0,277.8896792636068
,,105.12,37.991621,23.732504000000002,0.0,277.8896792636068
,,106.12,37.991621,23.732504000000002,0.0,277.8896792636068
,,107.12,37.991621,23.732504000000002,0.0,277.8896792636068
,,108.12,37.991621,23.732504000000002,0.0,277.8896792636068
,,109.12,37.991621,23.732504000000002,0.0,277.8896792636068
,,110.12,37.991621,23.732504000000002,0.0,277.8896792636068
,,111.12,37.991621,23.732504000000002,0.0,277.8896792636068
,,112.12,37.991621,23.732504000000002,0.0,277.8896792636068
,,113.12,37.991621,23.732504000000002,0.0,277.8896792636068
